Date,Price
8/15/2018,2818.40
8/16/2018,2840.70
8/17/2018,2850.10
8/20/2018,2857.10
8/21/2018,2863.00
8/22/2018,2861.80
8/23/2018,2857.00
8/24/2018,2874.70
8/27/2018,2896.70
8/28/2018,2897.50
8/29/2018,2914.00
8/30/2018,2901.10
8/31/2018,2901.50
9/4/2018,2896.70
9/5/2018,2888.60
9/6/2018,2878.10
9/7/2018,2871.70
9/10/2018,2877.10
9/11/2018,2887.90
9/12/2018,2888.90
9/13/2018,2904.20
9/14/2018,2905.00
9/17/2018,2888.80
9/18/2018,2904.30
9/19/2018,2907.90
9/20/2018,2930.70
9/21/2018,2929.70
9/24/2018,2919.40
9/25/2018,2915.60
9/26/2018,2906.00
9/27/2018,2914.00
9/28/2018,2914.00
10/1/2018,2924.60
10/2/2018,2923.40
10/3/2018,2925.50
10/4/2018,2901.60
10/5/2018,2885.60
10/8/2018,2884.40
10/9/2018,2880.30
10/10/2018,2785.70
10/11/2018,2728.40
10/12/2018,2767.10
10/15/2018,2750.80
10/16/2018,2809.90
10/17/2018,2809.20
