symbol,companyName ,sector ,industryGroup ,industry ,subIndustry ,price,date
NYSE:PSX,Phillips 66,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,"47,712.20",Jan 2018
NYSE:PNW,Pinnacle West Capital Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"9,534.60",Jan 2018
NYSE:PXD,Pioneer Natural Resources Company,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,"28,419.50",Jan 2018
NYSE:PPG,"PPG Industries, Inc.",Materials,Materials,Chemicals,Specialty Chemicals,"24,538.20",Jan 2018
NYSE:PPL,PPL Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"22,465.00",Jan 2018
NYSE:PX,"Praxair, Inc.",Materials,Materials,Chemicals,Industrial Gases,"45,969.00",Jan 2018
NasdaqGS:PFG,"Principal Financial Group, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,"15,251.10",Jan 2018
NYSE:PLD,"Prologis, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs,"40,031.10",Jan 2018
NYSE:PRU,"Prudential Financial, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,"40,768.60",Jan 2018
NYSE:PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"27,732.10",Jan 2018
NYSE:PSA,Public Storage,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,"34,841.10",Jan 2018
NYSE:PHM,"PulteGroup, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,"6,129.10",Jan 2018
NYSE:PVH,PVH Corp.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","9,298.70",Jan 2018
NasdaqGS:QRVO,"Qorvo, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"9,090.30",Jan 2018
NasdaqGS:QCOM,QUALCOMM Incorporated,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"96,022.30",Jan 2018
NYSE:PWR,"Quanta Services, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,"4,790.80",Jan 2018
NYSE:DGX,Quest Diagnostics Incorporated,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,"14,008.30",Jan 2018
NYSE:RL,Ralph Lauren Corporation,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","10,017.90",Jan 2018
NYSE:RJF,"Raymond James Financial, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,"12,189.40",Jan 2018
NYSE:RTN,Raytheon Company,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"54,487.50",Jan 2018
NYSE:O,Realty Income Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"16,967.50",Jan 2018
NYSE:RHT,"Red Hat, Inc.",Information Technology,Software and Services,Software,Systems Software,"21,138.00",Jan 2018
NYSE:REG,Regency Centers Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"10,750.70",Jan 2018
NasdaqGS:REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,"42,080.20",Jan 2018
NYSE:RF,Regions Financial Corporation,Financials,Banks,Banks,Regional Banks,"18,631.70",Jan 2018
NYSE:RSG,"Republic Services, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,"23,475.80",Jan 2018
NYSE:RMD,ResMed Inc.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"14,694.40",Jan 2018
NYSE:RHI,Robert Half International Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services,"7,427.60",Jan 2018
NYSE:ROK,Rockwell Automation Inc.,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,"20,162.10",Jan 2018
NYSE:COL,"Rockwell Collins, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"21,614.10",Jan 2018
NYSE:ROL,"Rollins, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,"12,412.00",Jan 2018
NYSE:ROP,"Roper Technologies, Inc.",Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"28,731.00",Jan 2018
NasdaqGS:ROST,"Ross Stores, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,"35,354.00",Jan 2018
NYSE:RCL,Royal Caribbean Cruises Ltd.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines","24,069.20",Jan 2018
NYSE:SPGI,S&P Global Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,"47,367.50",Jan 2018
NYSE:CRM,"salesforce.com, inc.",Information Technology,Software and Services,Software,Application Software,"106,308.80",Jan 2018
NasdaqGS:SBAC,SBA Communications Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,"17,729.70",Jan 2018
NYSE:SCG,SCANA Corporation,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"5,832.00",Jan 2018
NYSE:SLB,Schlumberger Limited,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,"80,981.00",Jan 2018
NasdaqGS:STX,Seagate Technology plc,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals","12,613.40",Jan 2018
NYSE:SEE,Sealed Air Corporation,Materials,Materials,Containers and Packaging,Paper Packaging,"5,097.90",Jan 2018
NYSE:SRE,Sempra Energy,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"31,888.00",Jan 2018
NYSE:SPG,"Simon Property Group, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,"54,042.00",Jan 2018
NasdaqGS:SWKS,"Skyworks Solutions, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"15,242.10",Jan 2018
NYSE:SLG,SL Green Realty Corp.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs,"7,946.50",Jan 2018
NYSE:SNA,Snap-on Incorporated,Industrials,Capital Goods,Machinery,Industrial Machinery,"8,455.00",Jan 2018
NYSE:LUV,Southwest Airlines Co.,Industrials,Transportation,Airlines,Airlines,"33,309.60",Jan 2018
NYSE:SWK,"Stanley Black & Decker, Inc.",Industrials,Capital Goods,Machinery,Industrial Machinery,"18,070.50",Jan 2018
NasdaqGS:SBUX,Starbucks Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,"79,138.20",Jan 2018
NYSE:STT,State Street Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"27,659.40",Jan 2018
NasdaqGS:SRCL,"Stericycle, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,"4,556.30",Jan 2018
NYSE:SYK,Stryker Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"63,182.00",Jan 2018
NYSE:STI,"SunTrust Banks, Inc.",Financials,Banks,Banks,Regional Banks,"28,929.20",Jan 2018
NasdaqGS:SIVB,SVB Financial Group,Financials,Banks,Banks,Regional Banks,"14,997.80",Jan 2018
NasdaqGS:SYMC,Symantec Corporation,Information Technology,Software and Services,Software,Systems Software,"12,225.70",Jan 2018
NYSE:SYF,Synchrony Financial,Financials,Diversified Financials,Consumer Finance,Consumer Finance,"23,227.90",Jan 2018
NasdaqGS:SNPS,"Synopsys, Inc.",Information Technology,Software and Services,Software,Application Software,"13,090.60",Jan 2018
NYSE:SYY,Sysco Corporation,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Distributors,"37,021.00",Jan 2018
NasdaqGS:TROW,"T. Rowe Price Group, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"24,333.70",Jan 2018
NasdaqGS:TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Media and Entertainment,Entertainment,Interactive Home Entertainment,"13,938.30",Jan 2018
NYSE:TPR,"Tapestry, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","12,312.20",Jan 2018
NYSE:TGT,Target Corporation,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,"43,171.30",Jan 2018
NYSE:TEL,TE Connectivity Ltd.,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Manufacturing Services,"27,023.00",Jan 2018
NYSE:FTI,TechnipFMC plc,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,"13,183.30",Jan 2018
NasdaqGS:TXN,Texas Instruments Incorporated,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,"95,527.90",Jan 2018
NYSE:TXT,Textron Inc.,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"14,097.30",Jan 2018
NYSE:AES,The AES Corporation,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers and Energy Traders,"9,912.00",Jan 2018
NYSE:ALL,The Allstate Corporation,Financials,Insurance,Insurance,Property and Casualty Insurance,"33,695.30",Jan 2018
NYSE:BK,The Bank of New York Mellon Corporation,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,"46,868.00",Jan 2018
NYSE:BA,The Boeing Company,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"204,674.30",Jan 2018
NYSE:SCHW,The Charles Schwab Corporation,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,"63,270.30",Jan 2018
NYSE:CLX,The Clorox Company,Consumer Staples,Household and Personal Products,Household Products,Household Products,"19,481.70",Jan 2018
NYSE:KO,The Coca-Cola Company,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Soft Drinks,"197,037.90",Jan 2018
NYSE:COO,"The Cooper Companies, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Supplies,"12,491.80",Jan 2018
NYSE:EL,The Estée Lauder Companies Inc.,Consumer Staples,Household and Personal Products,Personal Products,Personal Products,"45,969.80",Jan 2018
NYSE:GPS,"The Gap, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,"9,725.40",Jan 2018
NYSE:GS,"The Goldman Sachs Group, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,"85,690.20",Jan 2018
NasdaqGS:GT,The Goodyear Tire & Rubber Company,Consumer Discretionary,Automobiles and Components,Auto Components,Tires and Rubber,"4,804.30",Jan 2018
NYSE:HIG,"The Hartford Financial Services Group, Inc.",Financials,Insurance,Insurance,Multi-line Insurance,"16,716.70",Jan 2018
NYSE:HSY,The Hershey Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"22,308.50",Jan 2018
NYSE:HD,"The Home Depot, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,"205,773.30",Jan 2018
NYSE:IPG,"The Interpublic Group of Companies, Inc.",Communication Services,Media and Entertainment,Media,Advertising,"9,460.30",Jan 2018
NYSE:SJM,The J. M. Smucker Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"11,940.20",Jan 2018
NasdaqGS:KHC,The Kraft Heinz Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"70,179.90",Jan 2018
NYSE:KR,The Kroger Co.,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail,"21,976.90",Jan 2018
NYSE:MOS,The Mosaic Company,Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals,"12,781.80",Jan 2018
NYSE:PNC,"The PNC Financial Services Group, Inc.",Financials,Banks,Banks,Regional Banks,"57,823.90",Jan 2018
NYSE:PG,The Procter & Gamble Company,Consumer Staples,Household and Personal Products,Household Products,Household Products,"217,499.90",Jan 2018
NYSE:PGR,The Progressive Corporation,Financials,Insurance,Insurance,Property and Casualty Insurance,"41,137.70",Jan 2018
NYSE:SHW,The Sherwin-Williams Company,Materials,Materials,Chemicals,Specialty Chemicals,"37,470.30",Jan 2018
NYSE:SO,The Southern Company,Utilities,Utilities,Electric Utilities,Electric Utilities,"45,707.10",Jan 2018
NYSE:TJX,"The TJX Companies, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,"66,368.70",Jan 2018
NYSE:TRV,"The Travelers Companies, Inc.",Financials,Insurance,Insurance,Property and Casualty Insurance,"33,393.80",Jan 2018
NYSE:DIS,The Walt Disney Company,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,"176,833.10",Jan 2018
NYSE:WU,The Western Union Company,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"8,131.00",Jan 2018
NYSE:WMB,"The Williams Companies, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,"32,338.60",Jan 2018
NYSE:TMO,Thermo Fisher Scientific Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,"91,495.20",Jan 2018
NYSE:TIF,Tiffany & Co.,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,"13,099.20",Jan 2018
NYSE:TMK,Torchmark Corporation,Financials,Insurance,Insurance,Life and Health Insurance,"9,660.90",Jan 2018
NYSE:TSS,"Total System Services, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"16,948.50",Jan 2018
NasdaqGS:TSCO,Tractor Supply Company,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,"10,580.00",Jan 2018
NYSE:TDG,TransDigm Group Incorporated,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"17,745.90",Jan 2018
NasdaqGS:TRIP,"TripAdvisor, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services,"6,409.70",Jan 2018
NasdaqGS:FOX,"Twenty-First Century Fox, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,"84,674.50",Jan 2018
NasdaqGS:FOXA,"Twenty-First Century Fox, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,"84,674.50",Jan 2018
NYSE:TWTR,"Twitter, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services,"21,765.20",Jan 2018
NYSE:TSN,"Tyson Foods, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,"22,845.00",Jan 2018
NYSE:USB,U.S. Bancorp,Financials,Banks,Banks,Diversified Banks,"85,207.50",Jan 2018
NYSE:UDR,"UDR, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,"10,543.90",Jan 2018
NasdaqGS:ULTA,"Ulta Beauty, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,"16,184.60",Jan 2018
NYSE:UA,"Under Armour, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","7,783.70",Jan 2018
NYSE:UAA,"Under Armour, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","7,783.70",Jan 2018
NYSE:UNP,Union Pacific Corporation,Industrials,Transportation,Road and Rail,Railroads,"109,962.80",Jan 2018
NasdaqGS:UAL,"United Continental Holdings, Inc.",Industrials,Transportation,Airlines,Airlines,"23,821.60",Jan 2018
NYSE:UPS,"United Parcel Service, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,"100,221.60",Jan 2018
NYSE:URI,"United Rentals, Inc.",Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,"9,498.70",Jan 2018
NYSE:UTX,United Technologies Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,"102,956.00",Jan 2018
NYSE:UNH,UnitedHealth Group Incorporated,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care,"255,344.20",Jan 2018
NYSE:UHS,"Universal Health Services, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities,"11,741.80",Jan 2018
NYSE:UNM,Unum Group,Financials,Insurance,Insurance,Life and Health Insurance,"8,234.30",Jan 2018
NYSE:VFC,V.F. Corporation,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods","30,828.80",Jan 2018
NYSE:VLO,Valero Energy Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,"39,645.40",Jan 2018
NYSE:VAR,"Varian Medical Systems, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,"9,538.30",Jan 2018
NYSE:VTR,"Ventas, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs,"19,939.20",Jan 2018
NasdaqGS:VRSN,"VeriSign, Inc.",Information Technology,Software and Services,IT Services,Internet Services and Infrastructure,"17,238.10",Jan 2018
NasdaqGS:VRSK,"Verisk Analytics, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,"19,129.20",Jan 2018
NYSE:VZ,Verizon Communications Inc.,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,"226,843.30",Jan 2018
NasdaqGS:VRTX,Vertex Pharmaceuticals Incorporated,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,"44,899.30",Jan 2018
NasdaqGS:VIAB,"Viacom, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment,"13,568.10",Jan 2018
NYSE:V,Visa Inc.,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,"311,694.10",Jan 2018
