date,price
22-Aug-2016,2182.6
23-Aug-2016,2186.9
24-Aug-2016,2175.4
25-Aug-2016,2172.5
26-Aug-2016,2169
29-Aug-2016,2180.4
30-Aug-2016,2176.1
31-Aug-2016,2170.9
1-Sep-2016,2170.9
2-Sep-2016,2180
6-Sep-2016,2186.5
7-Sep-2016,2186.2
8-Sep-2016,2181.3
9-Sep-2016,2127.8
12-Sep-2016,2159
13-Sep-2016,2127
14-Sep-2016,2125.8
15-Sep-2016,2147.3
16-Sep-2016,2139.2
19-Sep-2016,2139.1
20-Sep-2016,2139.8
21-Sep-2016,2163.1
22-Sep-2016,2177.2
23-Sep-2016,2164.7
26-Sep-2016,2146.1
27-Sep-2016,2159.9
28-Sep-2016,2171.4
29-Sep-2016,2151.1
30-Sep-2016,2168.3
3-Oct-2016,2161.2
4-Oct-2016,2150.5
5-Oct-2016,2159.7
6-Oct-2016,2160.8
7-Oct-2016,2153.7
10-Oct-2016,2163.7
11-Oct-2016,2136.7
12-Oct-2016,2139.2
13-Oct-2016,2132.5
14-Oct-2016,2133
17-Oct-2016,2126.5
18-Oct-2016,2139.6
19-Oct-2016,2144.3
20-Oct-2016,2141.3
21-Oct-2016,2141.2
24-Oct-2016,2151.3
25-Oct-2016,2143.2
26-Oct-2016,2139.4
27-Oct-2016,2133
28-Oct-2016,2126.4
31-Oct-2016,2126.2
1-Nov-2016,2111.7
2-Nov-2016,2097.9
3-Nov-2016,2088.7
4-Nov-2016,2085.2
7-Nov-2016,2131.5
8-Nov-2016,2139.6
9-Nov-2016,2163.3
10-Nov-2016,2167.5
11-Nov-2016,2164.5
14-Nov-2016,2164.2
15-Nov-2016,2180.4
16-Nov-2016,2176.9
17-Nov-2016,2187.1
18-Nov-2016,2181.9
21-Nov-2016,2198.2
22-Nov-2016,2202.9
23-Nov-2016,2204.7
25-Nov-2016,2213.3
28-Nov-2016,2201.7
29-Nov-2016,2204.7
30-Nov-2016,2198.8
1-Dec-2016,2191.1
2-Dec-2016,2192
5-Dec-2016,2204.7
6-Dec-2016,2212.2
7-Dec-2016,2241.4
8-Dec-2016,2246.2
9-Dec-2016,2259.5
12-Dec-2016,2257
13-Dec-2016,2271.7
14-Dec-2016,2253.3
15-Dec-2016,2262
16-Dec-2016,2258.1
19-Dec-2016,2262.5
20-Dec-2016,2270.8
21-Dec-2016,2265.2
22-Dec-2016,2261
23-Dec-2016,2263.8
27-Dec-2016,2268.9
28-Dec-2016,2249.9
29-Dec-2016,2249.3
30-Dec-2016,2238.8
3-Jan-2017,2257.8
4-Jan-2017,2270.8
5-Jan-2017,2269
6-Jan-2017,2277
9-Jan-2017,2268.9
10-Jan-2017,2268.9
11-Jan-2017,2275.3
12-Jan-2017,2270.4
13-Jan-2017,2274.6
17-Jan-2017,2267.9
18-Jan-2017,2271.9
19-Jan-2017,2263.7
20-Jan-2017,2271.3
23-Jan-2017,2265.2
24-Jan-2017,2280.1
25-Jan-2017,2298.4
26-Jan-2017,2296.7
27-Jan-2017,2294.7
30-Jan-2017,2280.9
31-Jan-2017,2278.9
1-Feb-2017,2279.6
2-Feb-2017,2280.9
3-Feb-2017,2297.4
6-Feb-2017,2292.6
7-Feb-2017,2293.1
8-Feb-2017,2294.7
9-Feb-2017,2307.9
