date,price
26-Jan-2018,2872.9
29-Jan-2018,2853.5
30-Jan-2018,2822.4
31-Jan-2018,2823.8
1-Feb-2018,2822
2-Feb-2018,2762.1
5-Feb-2018,2648.9
6-Feb-2018,2695.1
7-Feb-2018,2681.7
8-Feb-2018,2581
9-Feb-2018,2619.5
12-Feb-2018,2656
13-Feb-2018,2662.9
14-Feb-2018,2698.6
15-Feb-2018,2731.2
16-Feb-2018,2732.2
20-Feb-2018,2716.3
21-Feb-2018,2701.3
22-Feb-2018,2704
23-Feb-2018,2747.3
26-Feb-2018,2779.6
27-Feb-2018,2744.3
28-Feb-2018,2713.8
1-Mar-2018,2677.7
2-Mar-2018,2691.3
5-Mar-2018,2720.9
6-Mar-2018,2728.1
7-Mar-2018,2726.8
8-Mar-2018,2739
9-Mar-2018,2786.6
12-Mar-2018,2783
13-Mar-2018,2765.3
14-Mar-2018,2749.5
15-Mar-2018,2747.3
16-Mar-2018,2752
19-Mar-2018,2712.9
20-Mar-2018,2716.9
21-Mar-2018,2711.9
22-Mar-2018,2643.7
23-Mar-2018,2588.3
26-Mar-2018,2658.6
27-Mar-2018,2612.6
28-Mar-2018,2605
29-Mar-2018,2640.9
2-Apr-2018,2581.9
3-Apr-2018,2614.4
4-Apr-2018,2644.7
5-Apr-2018,2662.8
6-Apr-2018,2604.5
9-Apr-2018,2613.2
10-Apr-2018,2656.9
11-Apr-2018,2642.2
12-Apr-2018,2664
13-Apr-2018,2656.3
16-Apr-2018,2677.8
17-Apr-2018,2706.4
18-Apr-2018,2708.6
19-Apr-2018,2693.1
20-Apr-2018,2670.1
23-Apr-2018,2670.3
24-Apr-2018,2634.6
25-Apr-2018,2639.4
26-Apr-2018,2666.9
27-Apr-2018,2669.9
30-Apr-2018,2648
1-May-2018,2654.8
2-May-2018,2635.7
3-May-2018,2629.7
4-May-2018,2663.4
7-May-2018,2672.6
8-May-2018,2671.9
9-May-2018,2697.8
10-May-2018,2723.1
11-May-2018,2727.7
14-May-2018,2730.1
15-May-2018,2711.4
16-May-2018,2722.5
17-May-2018,2720.1
18-May-2018,2713
21-May-2018,2733
22-May-2018,2724.4
23-May-2018,2733.3
24-May-2018,2727.8
25-May-2018,2721.3
29-May-2018,2689.9
30-May-2018,2724
31-May-2018,2705.3
1-Jun-2018,2734.6
4-Jun-2018,2746.9
5-Jun-2018,2748.8
6-Jun-2018,2772.3
7-Jun-2018,2770.4
8-Jun-2018,2779
11-Jun-2018,2782
12-Jun-2018,2786.9
13-Jun-2018,2775.6
14-Jun-2018,2782.5
15-Jun-2018,2779.7
18-Jun-2018,2773.7
19-Jun-2018,2762.6
20-Jun-2018,2767.3
21-Jun-2018,2749.8
22-Jun-2018,2754.9
25-Jun-2018,2717.1
26-Jun-2018,2723.1
27-Jun-2018,2699.6
28-Jun-2018,2716.3
29-Jun-2018,2718.4
2-Jul-2018,2726.7
3-Jul-2018,2713.2
5-Jul-2018,2736.6
6-Jul-2018,2759.8
9-Jul-2018,2784.2
10-Jul-2018,2793.8
11-Jul-2018,2774
12-Jul-2018,2798.3
13-Jul-2018,2801.3
16-Jul-2018,2798.4
17-Jul-2018,2809.6
18-Jul-2018,2815.6
19-Jul-2018,2804.5
20-Jul-2018,2801.8
23-Jul-2018,2807
24-Jul-2018,2820.4
25-Jul-2018,2846.1
26-Jul-2018,2837.4
27-Jul-2018,2818.8
30-Jul-2018,2802.6
31-Jul-2018,2816.3
1-Aug-2018,2813.4
2-Aug-2018,2827.2
3-Aug-2018,2840.4
6-Aug-2018,2850.4
7-Aug-2018,2858.5
8-Aug-2018,2857.7
9-Aug-2018,2853.6
10-Aug-2018,2833.3
13-Aug-2018,2821.9
14-Aug-2018,2840
15-Aug-2018,2818.4
16-Aug-2018,2840.7
17-Aug-2018,2850.1
20-Aug-2018,2857.1
21-Aug-2018,2863
22-Aug-2018,2861.8
23-Aug-2018,2857
24-Aug-2018,2874.7
27-Aug-2018,2896.7
28-Aug-2018,2897.5
29-Aug-2018,2914
30-Aug-2018,2901.1
31-Aug-2018,2901.5
4-Sep-2018,2896.7
5-Sep-2018,2888.6
6-Sep-2018,2878.1
7-Sep-2018,2871.7
10-Sep-2018,2877.1
11-Sep-2018,2887.9
12-Sep-2018,2888.9
13-Sep-2018,2904.2
14-Sep-2018,2905
17-Sep-2018,2888.8
18-Sep-2018,2904.3
19-Sep-2018,2907.9
20-Sep-2018,2930.7
21-Sep-2018,2929.7
24-Sep-2018,2919.4
25-Sep-2018,2915.6
26-Sep-2018,2906
27-Sep-2018,2914
28-Sep-2018,2914
1-Oct-2018,2924.6
2-Oct-2018,2923.4
3-Oct-2018,2925.5
4-Oct-2018,2901.6
5-Oct-2018,2885.6
8-Oct-2018,2884.4
9-Oct-2018,2880.3
10-Oct-2018,2785.7
11-Oct-2018,2728.4
12-Oct-2018,2767.1
15-Oct-2018,2750.8
16-Oct-2018,2809.9
17-Oct-2018,2809.2
